index,id,zipcode,season,median_price,price_bought,price_sale,profit
528,5101405604,98125,summer,418500.0,350000.0,455000.0,105000.0
529,8822901301,98125,summer,418500.0,281000.0,365300.0,84300.0
534,3822200164,98125,summer,418500.0,423500.0,465850.00000000006,42350.00000000006
536,1787600165,98125,summer,418500.0,396500.0,515450.0,118950.0
539,820000012,98125,summer,418500.0,401000.0,521300.0,120300.0
547,3834000520,98125,summer,418500.0,275000.0,357500.0,82500.0
548,3992700326,98125,summer,418500.0,380000.0,494000.0,114000.0
549,3822200036,98125,summer,418500.0,257500.0,334750.0,77250.0
553,8821900155,98125,summer,418500.0,335500.0,436150.0,100650.0
558,5272200035,98125,summer,418500.0,390000.0,507000.0,117000.0
559,7508700085,98125,summer,418500.0,386500.0,502450.0,115950.0
563,6632300122,98125,summer,418500.0,364500.0,473850.0,109350.0
564,1160000255,98125,summer,418500.0,311000.0,404300.0,93300.0
567,6413600285,98125,summer,418500.0,402000.0,522600.0,120600.0
569,2726049150,98125,summer,418500.0,392500.0,510250.0,117750.0
570,751000020,98125,summer,418500.0,290000.0,377000.0,87000.0
572,8901000491,98125,summer,418500.0,390000.0,507000.0,117000.0
573,4077800593,98125,summer,418500.0,355000.0,461500.0,106500.0
575,2826049160,98125,summer,418500.0,375000.0,487500.0,112500.0
576,6381500265,98125,summer,418500.0,397000.0,516100.0,119100.0
577,9421500150,98125,summer,418500.0,403500.0,524550.0,121050.0
579,6413100242,98125,summer,418500.0,400000.0,520000.0,120000.0
581,7663700663,98125,summer,418500.0,353000.0,458900.0,105900.0
582,5667100025,98125,summer,418500.0,405000.0,526500.0,121500.0
583,5101407790,98125,summer,418500.0,375000.0,487500.0,112500.0
585,2325300037,98125,summer,418500.0,358000.0,465400.0,107400.0
586,3753000100,98125,summer,418500.0,399000.0,518700.0,119700.0
587,3448000542,98125,summer,418500.0,290000.0,377000.0,87000.0
588,3834000594,98125,summer,418500.0,319000.0,414700.0,95700.0
589,2325300093,98125,summer,418500.0,378000.0,491400.0,113400.0
592,1455100116,98125,winter,419950.0,397500.0,516750.0,119250.0
595,4427100030,98125,winter,419950.0,332500.0,432250.0,99750.0
597,3226049117,98125,winter,419950.0,387500.0,503750.0,116250.0
598,3448000270,98125,winter,419950.0,398500.0,518050.0,119550.0
601,1160000115,98125,winter,419950.0,401000.0,521300.0,120300.0
602,5272200005,98125,winter,419950.0,175000.0,227500.0,52500.0
603,8820900299,98125,winter,419950.0,419950.0,461945.00000000006,41995.00000000006
605,1787600224,98125,winter,419950.0,390000.0,507000.0,117000.0
606,1837000010,98125,winter,419950.0,404000.0,525200.0,121200.0
607,8058500005,98125,winter,419950.0,290000.0,377000.0,87000.0
609,6381500170,98125,winter,419950.0,365000.0,474500.0,109500.0
610,6381502155,98125,winter,419950.0,300000.0,390000.0,90000.0
613,7715600050,98125,winter,419950.0,385000.0,500500.0,115500.0
618,9455200596,98125,winter,419950.0,357500.0,464750.0,107250.0
619,6412100092,98125,winter,419950.0,362500.0,471250.0,108750.0
621,3992700775,98125,winter,419950.0,410000.0,533000.0,123000.0
623,3834000720,98125,winter,419950.0,390000.0,507000.0,117000.0
627,6414100732,98125,winter,419950.0,349000.0,453700.0,104700.0
630,1560100135,98125,winter,419950.0,285000.0,370500.0,85500.0
631,1453600681,98125,winter,419950.0,328500.0,427050.0,98550.0
633,3834000004,98125,winter,419950.0,350000.0,455000.0,105000.0
637,7663700772,98125,winter,419950.0,370000.0,481000.0,111000.0
639,7663700531,98125,winter,419950.0,325000.0,422500.0,97500.0
643,3834500170,98125,winter,419950.0,375000.0,487500.0,112500.0
645,1787600294,98125,winter,419950.0,222000.0,288600.0,66600.0
650,1453601502,98125,winter,419950.0,303697.0,394806.10000000003,91109.10000000003
651,6414100026,98125,winter,419950.0,320000.0,416000.0,96000.0
654,6381500090,98125,winter,419950.0,295000.0,383500.0,88500.0
656,3822200087,98125,winter,419950.0,355000.0,461500.0,106500.0
657,1133000694,98125,winter,419950.0,325000.0,422500.0,97500.0
658,6381500110,98125,winter,419950.0,330000.0,429000.0,99000.0
659,8822901175,98125,winter,419950.0,345000.0,448500.0,103500.0
660,3448001411,98125,winter,419950.0,286000.0,371800.0,85800.0
661,8902000201,98125,winter,419950.0,338500.0,440050.0,101550.0
662,6632300207,98125,winter,419950.0,385000.0,500500.0,115500.0
663,5631500400,98028,winter,447500.0,180000.0,234000.0,54000.0
666,7297700055,98028,winter,447500.0,306000.0,397800.0,91800.0
670,114101055,98028,winter,447500.0,383000.0,497900.0,114900.0
671,3579700015,98028,winter,447500.0,295000.0,383500.0,88500.0
674,114100314,98028,winter,447500.0,285000.0,370500.0,85500.0
675,4140090420,98028,winter,447500.0,433000.0,562900.0,129900.0
676,3819750170,98028,winter,447500.0,415000.0,539500.0,124500.0
680,293720180,98028,winter,447500.0,415000.0,539500.0,124500.0
683,9406500350,98028,winter,447500.0,207000.0,269100.0,62100.0
684,3816300105,98028,winter,447500.0,435000.0,565500.0,130500.0
686,5634500891,98028,winter,447500.0,319900.0,415870.0,95970.0
691,253600180,98028,winter,447500.0,427500.0,555750.0,128250.0
692,4027700799,98028,winter,447500.0,364000.0,473200.0,109200.0
694,7120000210,98028,winter,447500.0,275000.0,357500.0,82500.0
697,3824100364,98028,winter,447500.0,420000.0,546000.0,126000.0
698,3824100020,98028,winter,447500.0,335000.0,435500.0,100500.0
699,4027700795,98028,winter,447500.0,268300.0,348790.0,80490.0
701,3649100346,98028,winter,447500.0,322968.0,419858.4,96890.40000000002
702,6181700250,98028,winter,447500.0,350000.0,455000.0,105000.0
703,4140900050,98028,winter,447500.0,440000.0,572000.0,132000.0
704,9406500600,98028,winter,447500.0,239950.0,311935.0,71985.0
706,3649100031,98028,winter,447500.0,345000.0,448500.0,103500.0
711,982850120,98028,winter,447500.0,390000.0,507000.0,117000.0
713,114101516,98028,spring,449950.0,310000.0,403000.0,93000.0
715,5634500392,98028,spring,449950.0,330000.0,429000.0,99000.0
716,3649100320,98028,spring,449950.0,330000.0,429000.0,99000.0
720,4140900140,98028,spring,449950.0,438000.0,569400.0,131400.0
721,3649100473,98028,spring,449950.0,365000.0,474500.0,109500.0
729,4027700853,98028,spring,449950.0,387500.0,503750.0,116250.0
730,114101500,98028,spring,449950.0,325000.0,422500.0,97500.0
732,6179900090,98028,spring,449950.0,415000.0,539500.0,124500.0
733,3824100051,98028,spring,449950.0,405000.0,526500.0,121500.0
735,3816300095,98028,spring,449950.0,310000.0,403000.0,93000.0
737,5631500213,98028,spring,449950.0,342400.0,445120.0,102720.0
739,5631500992,98028,spring,449950.0,390000.0,507000.0,117000.0
740,9406500480,98028,spring,449950.0,273000.0,354900.0,81900.0
741,126049217,98028,spring,449950.0,400000.0,520000.0,120000.0
743,7503000020,98028,spring,449950.0,415000.0,539500.0,124500.0
744,3582750280,98028,spring,449950.0,347000.0,451100.0,104100.0
745,3582750170,98028,spring,449950.0,410000.0,533000.0,123000.0
746,126049167,98028,spring,449950.0,380000.0,494000.0,114000.0
748,8718500095,98028,spring,449950.0,415000.0,539500.0,124500.0
749,3649100306,98028,spring,449950.0,379900.0,493870.0,113970.0
750,3579700100,98028,spring,449950.0,389000.0,505700.0,116700.0
753,3815500035,98028,spring,449950.0,385000.0,500500.0,115500.0
755,2570500230,98028,spring,449950.0,400000.0,520000.0,120000.0
756,3649100276,98028,spring,449950.0,368000.0,478400.0,110400.0
759,3578600062,98028,spring,449950.0,270000.0,351000.0,81000.0
762,1126049105,98028,spring,449950.0,330000.0,429000.0,99000.0
765,253600160,98028,spring,449950.0,384950.0,500435.0,115485.0
766,114100791,98028,spring,449950.0,250000.0,325000.0,75000.0
768,3824100041,98028,spring,449950.0,419000.0,544700.0,125700.0
771,4140900270,98028,spring,449950.0,160000.0,208000.0,48000.0
773,114100234,98028,spring,449950.0,402500.0,523250.0,120750.0
774,8832900155,98028,spring,449950.0,439000.0,570700.0,131700.0
775,5612100065,98028,spring,449950.0,400000.0,520000.0,120000.0
781,114101426,98028,spring,449950.0,375000.0,487500.0,112500.0
783,3582700130,98028,spring,449950.0,400000.0,520000.0,120000.0
784,8045600130,98028,spring,449950.0,425000.0,552500.0,127500.0
787,5116000170,98028,spring,449950.0,374990.0,487487.0,112497.0
789,4189800050,98028,spring,449950.0,335000.0,435500.0,100500.0
791,766900250,98028,spring,449950.0,406000.0,527800.0,121800.0
792,4027701284,98028,spring,449950.0,385000.0,500500.0,115500.0
793,6708200040,98028,spring,449950.0,409500.0,532350.0,122850.0
796,4027700930,98028,spring,449950.0,330000.0,429000.0,99000.0
798,5631501161,98028,spring,449950.0,425000.0,552500.0,127500.0
801,8718500610,98028,spring,449950.0,379950.0,493935.0,113985.0
804,982850060,98028,spring,449950.0,400000.0,520000.0,120000.0
806,982850010,98028,spring,449950.0,365250.0,474825.0,109575.0
807,5498100010,98028,spring,449950.0,425000.0,552500.0,127500.0
814,982850080,98028,spring,449950.0,415500.0,540150.0,124650.0
818,8718500075,98028,autumn,442000.0,396000.0,514800.0,118800.0
822,3815500045,98028,autumn,442000.0,399000.0,518700.0,119700.0
824,3582700070,98028,autumn,442000.0,356500.0,463450.0,106950.0
826,2570500090,98028,autumn,442000.0,385000.0,500500.0,115500.0
827,3949600090,98028,autumn,442000.0,335000.0,435500.0,100500.0
829,2780700050,98028,autumn,442000.0,432000.0,561600.0,129600.0
830,8947800080,98028,autumn,442000.0,300000.0,390000.0,90000.0
832,5634500179,98028,autumn,442000.0,424500.0,551850.0,127350.0
834,5628400080,98028,autumn,442000.0,420000.0,546000.0,126000.0
835,5628300015,98028,autumn,442000.0,375000.0,487500.0,112500.0
838,126049100,98028,autumn,442000.0,398000.0,517400.0,119400.0
840,1357300240,98028,autumn,442000.0,333500.0,433550.0,100050.0
843,9406500310,98028,autumn,442000.0,240000.0,312000.0,72000.0
844,3818700016,98028,autumn,442000.0,434000.0,564200.0,130200.0
845,114100354,98028,autumn,442000.0,249000.0,323700.0,74700.0
847,3819500065,98028,autumn,442000.0,290000.0,377000.0,87000.0
848,8951900065,98028,autumn,442000.0,315000.0,409500.0,94500.0
849,3824100166,98028,autumn,442000.0,385000.0,500500.0,115500.0
850,1326049170,98028,autumn,442000.0,280000.0,364000.0,84000.0
851,5631500594,98028,autumn,442000.0,350000.0,455000.0,105000.0
854,3818700190,98028,autumn,442000.0,387846.0,504199.8,116353.79999999999
855,3818700185,98028,autumn,442000.0,400000.0,520000.0,120000.0
