index,id,zipcode,price,median_price_zipcode,condition,status
353,8820900299,98125,419950.0,424500.0,3,buy
356,3992700130,98125,267000.0,424500.0,3,buy
358,1787600224,98125,390000.0,424500.0,3,buy
359,7663700759,98125,368000.0,424500.0,3,buy
360,6855700080,98125,294950.0,424500.0,3,buy
361,1837000010,98125,404000.0,424500.0,3,buy
363,8058500005,98125,290000.0,424500.0,3,buy
365,6381500635,98125,342000.0,424500.0,3,buy
366,1787600094,98125,285000.0,424500.0,3,buy
368,6632300161,98125,422000.0,424500.0,3,buy
373,6381500170,98125,235000.0,424500.0,3,buy
374,6381500170,98125,365000.0,424500.0,3,buy
375,2926049408,98125,400000.0,424500.0,3,buy
376,6381502155,98125,300000.0,424500.0,3,buy
377,8820900670,98125,399950.0,424500.0,4,buy
379,6412600005,98125,375000.0,424500.0,3,buy
381,1133000050,98125,362000.0,424500.0,3,buy
385,6413100122,98125,369950.0,424500.0,3,buy
386,7715600050,98125,385000.0,424500.0,4,buy
388,1454100005,98125,350000.0,424500.0,3,buy
389,1454100480,98125,378500.0,424500.0,4,buy
390,4427100095,98125,360000.0,424500.0,3,buy
399,9324800180,98125,403250.0,424500.0,3,buy
401,4427100025,98125,270000.0,424500.0,5,buy
405,6381500065,98125,376500.0,424500.0,5,buy
407,8820901415,98125,400000.0,424500.0,3,buy
410,3448000410,98125,354901.0,424500.0,3,buy
413,2044500142,98125,420000.0,424500.0,3,buy
414,2126049096,98125,399000.0,424500.0,3,buy
415,9455200596,98125,357500.0,424500.0,3,buy
420,5272200040,98125,375000.0,424500.0,4,buy
421,1453602284,98125,296000.0,424500.0,3,buy
423,6412100092,98125,362500.0,424500.0,3,buy
426,6632300230,98125,377500.0,424500.0,3,buy
428,2744600040,98125,330000.0,424500.0,3,buy
429,5101405604,98125,350000.0,424500.0,3,buy
430,5101405604,98125,395000.0,424500.0,3,buy
431,8822901301,98125,281000.0,424500.0,3,buy
435,3992700775,98125,410000.0,424500.0,4,buy
442,4077800518,98125,371000.0,424500.0,3,buy
443,6381500035,98125,385000.0,424500.0,3,buy
444,6632300040,98125,327000.0,424500.0,3,buy
445,3834000720,98125,390000.0,424500.0,3,buy
446,3822200164,98125,423500.0,424500.0,3,buy
450,1787600165,98125,396500.0,424500.0,3,buy
452,3834000400,98125,415000.0,424500.0,3,buy
453,1454100260,98125,357000.0,424500.0,3,buy
458,6413100311,98125,390000.0,424500.0,5,buy
459,3822200105,98125,380000.0,424500.0,3,buy
460,2126049083,98125,324500.0,424500.0,3,buy
461,4426600125,98125,279000.0,424500.0,3,buy
463,820000012,98125,401000.0,424500.0,3,buy
465,7663700783,98125,369500.0,424500.0,4,buy
467,1133000036,98125,410000.0,424500.0,3,buy
468,6413600192,98125,325000.0,424500.0,3,buy
469,7715600070,98125,385000.0,424500.0,3,buy
470,3226049045,98125,350000.0,424500.0,3,buy
476,6414100732,98125,349000.0,424500.0,3,buy
485,1560100135,98125,285000.0,424500.0,3,buy
489,1453600681,98125,328500.0,424500.0,3,buy
492,3834000004,98125,350000.0,424500.0,3,buy
495,3834000520,98125,275000.0,424500.0,3,buy
496,3992700326,98125,380000.0,424500.0,4,buy
497,5272200045,98125,378000.0,424500.0,3,buy
498,3448002267,98125,385000.0,424500.0,4,buy
499,3822200036,98125,257500.0,424500.0,3,buy
500,2832100270,98125,306888.0,424500.0,3,buy
510,7663700772,98125,370000.0,424500.0,4,buy
513,7663700531,98125,325000.0,424500.0,3,buy
515,8821900155,98125,335500.0,424500.0,3,buy
519,6632300477,98125,324950.0,424500.0,3,buy
520,6414100133,98125,337000.0,424500.0,5,buy
521,4375700065,98125,315275.0,424500.0,3,buy
523,2026049183,98125,324950.0,424500.0,3,buy
525,6381500720,98125,395000.0,424500.0,3,buy
526,2026049124,98125,325000.0,424500.0,3,buy
528,1453602283,98125,342000.0,424500.0,3,buy
532,705000120,98125,395000.0,424500.0,4,buy
534,5272200035,98125,390000.0,424500.0,3,buy
535,7508700085,98125,386500.0,424500.0,3,buy
536,8820903370,98125,348000.0,424500.0,3,buy
543,6413600276,98125,354950.0,424500.0,3,buy
545,6381500450,98125,380950.0,424500.0,3,buy
546,4427100145,98125,424000.0,424500.0,3,buy
550,8822901024,98125,310000.0,424500.0,3,buy
552,2926049376,98125,220000.0,424500.0,3,buy
554,6632300122,98125,364500.0,424500.0,3,buy
555,8820903560,98125,380000.0,424500.0,4,buy
556,1160000255,98125,311000.0,424500.0,3,buy
559,6413600285,98125,402000.0,424500.0,5,buy
562,3834500170,98125,375000.0,424500.0,4,buy
563,2826049091,98125,259950.0,424500.0,3,buy
566,2044500213,98125,310000.0,424500.0,3,buy
569,2726049150,98125,392500.0,424500.0,3,buy
570,1787600294,98125,222000.0,424500.0,3,buy
571,6414600321,98125,317000.0,424500.0,3,buy
572,751000020,98125,290000.0,424500.0,3,buy
574,8632100010,98125,365000.0,424500.0,4,buy
575,5101407350,98125,399000.0,424500.0,3,buy
580,1454100122,98125,405000.0,424500.0,3,buy
581,2826049108,98125,353500.0,424500.0,3,buy
582,1787600190,98125,353000.0,424500.0,3,buy
584,751000190,98125,355000.0,424500.0,4,buy
586,9421500130,98125,378000.0,424500.0,4,buy
587,1453600182,98125,285000.0,424500.0,3,buy
589,8901000491,98125,390000.0,424500.0,4,buy
591,1453602313,98125,297000.0,424500.0,3,buy
592,6413600290,98125,252500.0,424500.0,3,buy
594,2926049237,98125,417500.0,424500.0,3,buy
595,1453601502,98125,303697.0,424500.0,3,buy
596,4077800593,98125,355000.0,424500.0,3,buy
599,2826049160,98125,375000.0,424500.0,3,buy
601,3448001975,98125,351000.0,424500.0,3,buy
602,6414100026,98125,320000.0,424500.0,3,buy
606,6798100661,98125,340000.0,424500.0,3,buy
607,6381500265,98125,397000.0,424500.0,4,buy
608,9421500150,98125,403500.0,424500.0,3,buy
609,820000018,98125,387500.0,424500.0,3,buy
612,6381500090,98125,295000.0,424500.0,3,buy
613,7663700401,98125,229000.0,424500.0,3,buy
617,6413100242,98125,400000.0,424500.0,3,buy
618,9324800025,98125,325500.0,424500.0,4,buy
619,4077800258,98125,400000.0,424500.0,4,buy
621,3448000755,98125,399950.0,424500.0,3,buy
622,5101406522,98125,420000.0,424500.0,3,buy
624,3822200087,98125,355000.0,424500.0,4,buy
625,1453602310,98125,303000.0,424500.0,3,buy
627,5101408735,98125,250000.0,424500.0,3,buy
628,7663700663,98125,353000.0,424500.0,3,buy
630,1133000694,98125,325000.0,424500.0,3,buy
631,8822900115,98125,306000.0,424500.0,5,buy
633,2926049564,98125,360000.0,424500.0,3,buy
636,5667100025,98125,405000.0,424500.0,5,buy
637,6381500110,98125,330000.0,424500.0,4,buy
638,6411600411,98125,257000.0,424500.0,3,buy
639,5101407790,98125,375000.0,424500.0,3,buy
641,3821700038,98125,305000.0,424500.0,3,buy
642,2325300037,98125,358000.0,424500.0,3,buy
643,3753000100,98125,399000.0,424500.0,3,buy
645,7663700973,98125,321000.0,424500.0,3,buy
646,3448000542,98125,290000.0,424500.0,3,buy
647,6632300212,98125,366750.0,424500.0,3,buy
648,3834000594,98125,319000.0,424500.0,3,buy
649,2325300093,98125,378000.0,424500.0,3,buy
650,1453601038,98125,292000.0,424500.0,3,buy
651,8822901175,98125,345000.0,424500.0,3,buy
652,2325300060,98125,344000.0,424500.0,3,buy
653,3753000030,98125,399950.0,424500.0,3,buy
654,3448001412,98125,295000.0,424500.0,3,buy
655,2926049582,98125,265000.0,424500.0,3,buy
656,3448001411,98125,286000.0,424500.0,3,buy
657,8822900122,98125,325000.0,424500.0,3,buy
659,3753000010,98125,417250.0,424500.0,3,buy
660,8902000201,98125,338500.0,424500.0,3,buy
661,6632300207,98125,385000.0,424500.0,3,buy
663,5631500400,98028,180000.0,442500.0,3,buy
664,114101516,98028,310000.0,442500.0,4,buy
667,5634500392,98028,330000.0,442500.0,4,buy
668,3649100320,98028,330000.0,442500.0,5,buy
671,8718500075,98028,396000.0,442500.0,5,buy
678,4140900140,98028,438000.0,442500.0,4,buy
682,3649100473,98028,365000.0,442500.0,3,buy
686,4027701275,98028,230000.0,442500.0,3,buy
689,7297700055,98028,306000.0,442500.0,4,buy
690,3815500045,98028,399000.0,442500.0,3,buy
696,4027701182,98028,339950.0,442500.0,3,buy
699,3582700070,98028,356500.0,442500.0,3,buy
703,4027700853,98028,387500.0,442500.0,3,buy
704,114101500,98028,325000.0,442500.0,3,buy
709,5130000090,98028,374950.0,442500.0,3,buy
710,2570500090,98028,385000.0,442500.0,4,buy
711,3649100315,98028,418800.0,442500.0,4,buy
712,3949600090,98028,335000.0,442500.0,4,buy
713,6179900090,98028,415000.0,442500.0,4,buy
714,114101055,98028,383000.0,442500.0,3,buy
715,3824100051,98028,405000.0,442500.0,3,buy
717,8718500495,98028,375000.0,442500.0,4,buy
718,3815500165,98028,396000.0,442500.0,3,buy
719,3818700123,98028,390000.0,442500.0,3,buy
720,3579700015,98028,295000.0,442500.0,3,buy
722,3816300095,98028,310000.0,442500.0,3,buy
723,8718500275,98028,390000.0,442500.0,3,buy
727,2780700050,98028,432000.0,442500.0,3,buy
729,114100314,98028,285000.0,442500.0,3,buy
732,4140090420,98028,433000.0,442500.0,3,buy
734,5634500170,98028,250000.0,442500.0,3,buy
735,5631500213,98028,342400.0,442500.0,3,buy
736,3819750170,98028,415000.0,442500.0,3,buy
738,8947800080,98028,300000.0,442500.0,3,buy
739,5631500992,98028,390000.0,442500.0,3,buy
741,9406500480,98028,273000.0,442500.0,3,buy
742,126049217,98028,400000.0,442500.0,3,buy
745,7503000020,98028,415000.0,442500.0,3,buy
746,3582750280,98028,347000.0,442500.0,4,buy
748,3579000010,98028,428040.0,442500.0,3,buy
749,4027700797,98028,433000.0,442500.0,3,buy
750,5634500179,98028,424500.0,442500.0,3,buy
752,3582750170,98028,410000.0,442500.0,4,buy
754,5116000250,98028,320000.0,442500.0,3,buy
755,5628400080,98028,420000.0,442500.0,4,buy
756,3820100284,98028,355000.0,442500.0,3,buy
758,126049167,98028,380000.0,442500.0,3,buy
760,8718500095,98028,415000.0,442500.0,3,buy
761,2780700020,98028,375000.0,442500.0,3,buy
762,7503000050,98028,390000.0,442500.0,3,buy
763,3824100235,98028,425000.0,442500.0,4,buy
764,5634500415,98028,431000.0,442500.0,3,buy
765,253600150,98028,380000.0,442500.0,3,buy
766,3649100306,98028,379900.0,442500.0,4,buy
767,114101540,98028,415000.0,442500.0,3,buy
768,3579700100,98028,389000.0,442500.0,4,buy
771,9406500540,98028,243000.0,442500.0,3,buy
775,5628300015,98028,375000.0,442500.0,3,buy
778,3649100304,98028,400000.0,442500.0,3,buy
779,3815500035,98028,385000.0,442500.0,4,buy
780,293720180,98028,415000.0,442500.0,3,buy
781,114100155,98028,355000.0,442500.0,3,buy
785,2570500230,98028,400000.0,442500.0,4,buy
786,3649100276,98028,368000.0,442500.0,4,buy
787,3649100264,98028,405000.0,442500.0,3,buy
789,126049100,98028,398000.0,442500.0,3,buy
790,9406500530,98028,249000.0,442500.0,3,buy
794,114100763,98028,230000.0,442500.0,3,buy
795,3578600062,98028,270000.0,442500.0,3,buy
800,1357300240,98028,333500.0,442500.0,4,buy
802,1126049105,98028,330000.0,442500.0,3,buy
806,253600160,98028,384950.0,442500.0,3,buy
807,114100791,98028,250000.0,442500.0,3,buy
808,9406500350,98028,207000.0,442500.0,3,buy
812,3816300105,98028,435000.0,442500.0,4,buy
815,9406500310,98028,240000.0,442500.0,3,buy
817,3824100041,98028,419000.0,442500.0,3,buy
818,5634500891,98028,319900.0,442500.0,3,buy
819,3818700016,98028,434000.0,442500.0,5,buy
821,5631501323,98028,309500.0,442500.0,3,buy
822,114100354,98028,249000.0,442500.0,4,buy
829,4140900270,98028,160000.0,442500.0,3,buy
830,8718500560,98028,300000.0,442500.0,3,buy
831,3819500065,98028,290000.0,442500.0,3,buy
834,8951900065,98028,315000.0,442500.0,3,buy
836,253600180,98028,427500.0,442500.0,3,buy
837,3582750120,98028,409000.0,442500.0,4,buy
838,4027700799,98028,364000.0,442500.0,3,buy
839,114100234,98028,402500.0,442500.0,3,buy
841,5631501073,98028,374500.0,442500.0,3,buy
842,8832900155,98028,439000.0,442500.0,3,buy
843,7120000210,98028,275000.0,442500.0,3,buy
845,3824100166,98028,385000.0,442500.0,3,buy
846,5612100065,98028,400000.0,442500.0,3,buy
847,8718500665,98028,375000.0,442500.0,3,buy
848,1326049170,98028,280000.0,442500.0,3,buy
850,1126049103,98028,415000.0,442500.0,3,buy
854,5631500905,98028,272925.0,442500.0,5,buy
856,114100297,98028,400000.0,442500.0,5,buy
857,5631500594,98028,350000.0,442500.0,3,buy
861,5634500182,98028,396000.0,442500.0,4,buy
863,114101426,98028,375000.0,442500.0,4,buy
865,3582700130,98028,400000.0,442500.0,3,buy
866,8045600130,98028,425000.0,442500.0,4,buy
868,3824100364,98028,420000.0,442500.0,3,buy
869,3824100020,98028,335000.0,442500.0,3,buy
872,4027700795,98028,268300.0,442500.0,3,buy
873,4140500050,98028,362000.0,442500.0,4,buy
875,5116000170,98028,374990.0,442500.0,3,buy
876,4189800020,98028,367500.0,442500.0,3,buy
879,3579700080,98028,383000.0,442500.0,3,buy
880,3818700190,98028,387846.0,442500.0,4,buy
882,3649100346,98028,322968.0,442500.0,4,buy
883,4189800050,98028,335000.0,442500.0,4,buy
885,766900250,98028,406000.0,442500.0,4,buy
886,4027701284,98028,385000.0,442500.0,3,buy
887,3818700185,98028,400000.0,442500.0,4,buy
888,6181700250,98028,350000.0,442500.0,5,buy
889,4140900050,98028,440000.0,442500.0,3,buy
890,9406500600,98028,239950.0,442500.0,3,buy
892,3579800405,98028,440000.0,442500.0,4,buy
893,3816300065,98028,375000.0,442500.0,3,buy
894,3649100031,98028,345000.0,442500.0,4,buy
895,2558160220,98028,385000.0,442500.0,3,buy
896,4027701220,98028,259000.0,442500.0,3,buy
897,114100758,98028,420000.0,442500.0,3,buy
898,6708200040,98028,409500.0,442500.0,3,buy
902,4027700930,98028,330000.0,442500.0,3,buy
904,5632500110,98028,351000.0,442500.0,3,buy
905,5631501161,98028,425000.0,442500.0,4,buy
906,3816700150,98028,430000.0,442500.0,3,buy
908,3824100211,98028,370000.0,442500.0,4,buy
912,8718500610,98028,379950.0,442500.0,4,buy
918,982850060,98028,400000.0,442500.0,3,buy
926,982850010,98028,365250.0,442500.0,3,buy
927,5498100010,98028,425000.0,442500.0,3,buy
929,8690600050,98028,255000.0,442500.0,3,buy
938,982850120,98028,390000.0,442500.0,3,buy
942,982850080,98028,415500.0,442500.0,3,buy
943,982850020,98028,382000.0,442500.0,3,buy
946,3869900162,98136,335000.0,484950.0,3,buy
948,9238901420,98136,442000.0,484950.0,4,buy
949,4315700060,98136,378000.0,484950.0,3,buy
951,3013300288,98136,478500.0,484950.0,3,buy
952,5637500070,98136,438000.0,484950.0,3,buy
954,7625701891,98136,435000.0,484950.0,4,buy
961,7625702400,98136,355000.0,484950.0,3,buy
962,7935000125,98136,440000.0,484950.0,3,buy
964,3013301525,98136,453500.0,484950.0,5,buy
965,7625700012,98136,370000.0,484950.0,3,buy
967,2493200435,98136,360000.0,484950.0,4,buy
969,3013300510,98136,389950.0,484950.0,3,buy
970,3013300055,98136,405000.0,484950.0,3,buy
972,2461900510,98136,350000.0,484950.0,3,buy
975,4315700390,98136,410000.0,484950.0,3,buy
976,2719100013,98136,418000.0,484950.0,3,buy
983,2594200375,98136,427500.0,484950.0,5,buy
985,9417400215,98136,363000.0,484950.0,4,buy
986,2810600015,98136,400000.0,484950.0,3,buy
987,2493200015,98136,380000.0,484950.0,3,buy
988,9169100214,98136,372220.0,484950.0,3,buy
990,7625702615,98136,400000.0,484950.0,3,buy
991,3522900061,98136,418000.0,484950.0,4,buy
992,2488200459,98136,405000.0,484950.0,3,buy
993,2815600215,98136,462500.0,484950.0,3,buy
994,34001304,98136,480000.0,484950.0,3,buy
995,2461900945,98136,438000.0,484950.0,4,buy
996,4318200090,98136,375000.0,484950.0,3,buy
997,2719100042,98136,458500.0,484950.0,3,buy
1006,2493200235,98136,370000.0,484950.0,3,buy
1011,7625704317,98136,377500.0,484950.0,3,buy
1012,7625703637,98136,286000.0,484950.0,4,buy
1014,9169600275,98136,280000.0,484950.0,3,buy
1016,34000005,98136,343566.0,484950.0,3,buy
1017,2461900609,98136,346100.0,484950.0,3,buy
1018,4318200440,98136,432000.0,484950.0,3,buy
1019,7626200280,98136,425000.0,484950.0,4,buy
1025,3869900120,98136,430000.0,484950.0,3,buy
1026,3013300968,98136,416500.0,484950.0,4,buy
1027,7625703945,98136,345000.0,484950.0,3,buy
1029,3869900155,98136,340000.0,484950.0,3,buy
1030,312000265,98136,375000.0,484950.0,3,buy
1033,4315700175,98136,440000.0,484950.0,4,buy
1035,3013300409,98136,400000.0,484950.0,3,buy
1041,7104100065,98136,425000.0,484950.0,4,buy
1044,7934000145,98136,450000.0,484950.0,3,buy
1045,2490200615,98136,400000.0,484950.0,3,buy
1050,2487700065,98136,400000.0,484950.0,3,buy
1052,312000295,98136,400000.0,484950.0,5,buy
1053,3013300830,98136,410000.0,484950.0,3,buy
1056,3259400030,98136,370000.0,484950.0,3,buy
1057,826000295,98136,379950.0,484950.0,3,buy
1058,7625704340,98136,425000.0,484950.0,3,buy
1059,9238900390,98136,460000.0,484950.0,3,buy
1060,3259400024,98136,340000.0,484950.0,3,buy
1064,7625702440,98136,469000.0,484950.0,3,buy
1065,5705500075,98136,388000.0,484950.0,4,buy
1066,1090000075,98136,393000.0,484950.0,5,buy
1070,2624039114,98136,360000.0,484950.0,3,buy
1072,4322200105,98136,229050.0,484950.0,4,buy
1074,2594200350,98136,445000.0,484950.0,4,buy
1075,3123800125,98136,315000.0,484950.0,3,buy
1077,2493200370,98136,415000.0,484950.0,3,buy
1079,3560800040,98136,400000.0,484950.0,4,buy
1080,7625703405,98136,431000.0,484950.0,4,buy
1091,4319200450,98136,436000.0,484950.0,3,buy
1092,7625703065,98136,375000.0,484950.0,4,buy
1093,9100000040,98136,480000.0,484950.0,4,buy
1095,4318200360,98136,286000.0,484950.0,3,buy
1096,7435500085,98136,380000.0,484950.0,3,buy
1097,9238901020,98136,289000.0,484950.0,3,buy
1098,2461900175,98136,400000.0,484950.0,3,buy
1100,2595300210,98136,473600.0,484950.0,3,buy
1101,2488200455,98136,405500.0,484950.0,3,buy
1104,7625701175,98136,465000.0,484950.0,3,buy
1107,3013300895,98136,337000.0,484950.0,3,buy
1109,3123800080,98136,365000.0,484950.0,4,buy
1111,4322200050,98136,340000.0,484950.0,3,buy
1112,7625701900,98136,467500.0,484950.0,4,buy
1117,826000480,98136,448500.0,484950.0,4,buy
1119,5637500094,98136,431500.0,484950.0,3,buy
1120,5637500250,98136,447000.0,484950.0,3,buy
1122,2487200680,98136,447000.0,484950.0,3,buy
1123,7625700020,98136,340000.0,484950.0,3,buy
1126,1090000005,98136,402000.0,484950.0,3,buy
1127,7626200235,98136,464600.0,484950.0,4,buy
1128,7625703260,98136,400950.0,484950.0,3,buy
1130,2810600022,98136,335000.0,484950.0,3,buy
1131,2815600235,98136,450600.0,484950.0,4,buy
1133,7625701045,98136,360000.0,484950.0,3,buy
1137,7625702616,98136,219000.0,484950.0,3,buy
1138,2493200455,98136,290000.0,484950.0,3,buy
